Multi-Category Schedule 2,,,
Category,Family and Type,Level,IfcGUID
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eCT
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,3FXXyowgLEPuXVJ9634eC6
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,3FXXyowgLEPuXVJ9634eC0
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,3FXXyowgLEPuXVJ9634eII
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,3FXXyowgLEPuXVJ9634eIT
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eI7
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,3FXXyowgLEPuXVJ9634eIA
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eIq
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,3FXXyowgLEPuXVJ9634eIv
Mechanical Equipment,M_WSHP - Horizontal - High Efficiency - 7-18 kW - Left Return - Right Discharge: 7 kW,Level 1,3FXXyowgLEPuXVJ9634eJF
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eMH
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,3FXXyowgLEPuXVJ9634eMo
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,3FXXyowgLEPuXVJ9634eMz
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,3FXXyowgLEPuXVJ9634eMy
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,3FXXyowgLEPuXVJ9634eM$
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,3FXXyowgLEPuXVJ9634eNG
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eLq
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eLd
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eQN
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,3FXXyowgLEPuXVJ9634eQ5
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3FXXyowgLEPuXVJ9634eQ7
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,1hQczsTZL4vxJmbXF9h9KQ
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1hQczsTZL4vxJmbXF9h9Lk
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,1vmPjBt8n8YuZwaHb4Xt$Q
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,1vmPjBt8n8YuZwaHb4XtWY
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,1vmPjBt8n8YuZwaHb4XtXV
Ducts,Rectangular Duct: Mitered Elbows / Taps,,1vmPjBt8n8YuZwaHb4XtXb
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,1vmPjBt8n8YuZwaHb4XtYQ
Ducts,Rectangular Duct: Mitered Elbows / Taps,,1vmPjBt8n8YuZwaHb4XtZ7
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1vmPjBt8n8YuZwaHb4XtZo
Ducts,Rectangular Duct: Mitered Elbows / Taps,,1vmPjBt8n8YuZwaHb4Xta7
Ducts,Rectangular Duct: Mitered Elbows / Taps,,1vmPjBt8n8YuZwaHb4XtcW
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,1vmPjBt8n8YuZwaHb4XtdG
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,1vmPjBt8n8YuZwaHb4XtdM
Ducts,Rectangular Duct: Mitered Elbows / Taps,,1vmPjBt8n8YuZwaHb4XtdK
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1vmPjBt8n8YuZwaHb4Xtd6
Ducts,Rectangular Duct: Mitered Elbows / Taps,,1vmPjBt8n8YuZwaHb4XtdB
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,1vmPjBt8n8YuZwaHb4Xtdt
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0KpRKlKTTAd9UCVtTRVrjS
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0KpRKlKTTAd9UCVtTRVoSm
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0KpRKlKTTAd9UCVtTRVoVs
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0KpRKlKTTAd9UCVtTRVoOs
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0KpRKlKTTAd9UCVtTRVoP0
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0KpRKlKTTAd9UCVtTRVoPj
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KmW
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Km9
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Kkv
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KkM
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Klh
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Kis
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Ki9
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Ki0
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KiK
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KiI
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kjj
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KjH
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kgk
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Kgr
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KgI
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Khd
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KhD
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Kh4
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KhN
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KhK
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KhL
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kef
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Ket
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KeG
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kfb
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KfY
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kfy
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Kfz
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kfo
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kcb
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KcK
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kdf
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Kag
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KaZ
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8Ka9
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8Kb1
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KYL
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KZt
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KZ8
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KWX
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KWm
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KWE
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KW7
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KWO
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KWP
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KWI
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,,0Yh6O0Xlz9Uh$rYU1Y8KXZ
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KXX
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,,0Yh6O0Xlz9Uh$rYU1Y8KX_
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KX$
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXy
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KXz
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXw
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KXx
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KXu
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXv
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXs
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXt
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXF
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KXC
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXD
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KXA
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KXB
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KX8
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KX9
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KX2
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,,0Yh6O0Xlz9Uh$rYU1Y8KUc
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,,0Yh6O0Xlz9Uh$rYU1Y8KUd
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KUa
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KUY
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,,0Yh6O0Xlz9Uh$rYU1Y8KUq
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KVY
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KSg
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KSX
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KSM
Ducts,Rectangular Duct: Mitered Elbows / Taps,,0Yh6O0Xlz9Uh$rYU1Y8KSH
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KTb
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KTF
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,0Yh6O0Xlz9Uh$rYU1Y8KTK
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHcW
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,2mBj9dlvnE59AN5tSkDHd$
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2mBj9dlvnE59AN5tSkDHdV
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2mBj9dlvnE59AN5tSkDHdH
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2mBj9dlvnE59AN5tSkDHaN
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2mBj9dlvnE59AN5tSkDHbl
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHbb
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2mBj9dlvnE59AN5tSkDHbK
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2mBj9dlvnE59AN5tSkDHb2
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHgy
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHgP
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHht
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2mBj9dlvnE59AN5tSkDHha
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHiu
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,2mBj9dlvnE59AN5tSkDHiq
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2mBj9dlvnE59AN5tSkDHit
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHij
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2mBj9dlvnE59AN5tSkDHiO
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2mBj9dlvnE59AN5tSkDHjy
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2mBj9dlvnE59AN5tSkDHj$
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHod
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHoc
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,2mBj9dlvnE59AN5tSkDHoR
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2mBj9dlvnE59AN5tSkDHoQ
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2mBj9dlvnE59AN5tSkDHoT
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2mBj9dlvnE59AN5tSkDHo1
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,2mBj9dlvnE59AN5tSkDHo4
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,2mBj9dlvnE59AN5tSkDHpy
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2mBj9dlvnE59AN5tSkDHmx
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHms
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHml
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2mBj9dlvnE59AN5tSkDHmQ
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2mBj9dlvnE59AN5tSkDHmT
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,,2mBj9dlvnE59AN5tSkDHnk
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,,2mBj9dlvnE59AN5tSkDHnW
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2mBj9dlvnE59AN5tSkDHnY
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2qAz6Dn6n0wwlFroYBrvBi
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2qAz6Dn6n0wwlFroYBrvCG
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2qAz6Dn6n0wwlFroYBrvFO
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2qAz6Dn6n0wwlFroYBrvFP
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2qAz6Dn6n0wwlFroYBrvFI
Air Terminals,M_Supply Diffuser - Sidewall: 450 x 200,Level 1,2qAz6Dn6n0wwlFroYBrvFJ
Mechanical Equipment,M_WSHP - Horizontal - High Efficiency - 7-18 kW - Left Return - Right Discharge: 11 kW,Level 1,2qAz6Dn6n0wwlFroYBrv0h
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv21
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,2qAz6Dn6n0wwlFroYBrv3S
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv3H
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBrv37
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv31
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBrv3r
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv3t
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBrv3h
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv3b
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBrv4P
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv4R
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv49
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBrv4Y
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,2qAz6Dn6n0wwlFroYBrv53
Duct Fittings,M_Rectangular Duct Transition - Angle: 45 Degree,Level 1,2qAz6Dn6n0wwlFroYBrv5y
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBrv7j
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBruu2
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBruuX
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,2qAz6Dn6n0wwlFroYBruwu
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2qAz6Dn6n0wwlFroYBruxN
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2qAz6Dn6n0wwlFroYBruxX
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBruyR
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBruyI
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBruy1
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2qAz6Dn6n0wwlFroYBruy2
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBruyy
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBruyx
Duct Fittings,M_Rectangular Duct Takeoff: Standard,Level 1,2qAz6Dn6n0wwlFroYBruyh
Duct Fittings,M_Rectangular Duct Elbow - Mitered: Standard,Level 1,2qAz6Dn6n0wwlFroYBruya
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2qAz6Dn6n0wwlFroYBruzJ
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2qAz6Dn6n0wwlFroYBru_C
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2qAz6Dn6n0wwlFroYBru_$
Air Terminals,M_Return Grille - Rectangular - Hosted: Standard,Level 1,2qAz6Dn6n0wwlFroYBru_v
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBru_s
Ducts,Rectangular Duct: Mitered Elbows / Taps,,2qAz6Dn6n0wwlFroYBru_k
Ducts,Rectangular Duct: Mitered Elbows / Taps,,3UppB4IWbB1A$cIKjYivvO
Duct Fittings,M_Rectangular Duct Endcap: Standard,Level 1,3UppB4IWbB1A$cIKjYivst
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0B2Nysi4bEIBgg6BXJzBCu
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0B2Nysi4bEIBgg6BXJzBCa
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0B2Nysi4bEIBgg6BXJzBCb
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2oTb2kbQb0qe9UcQFDA8Y0
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2oTb2kbQb0qe9UcQFDA8Y7
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2oTb2kbQb0qe9UcQFDA8YL
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2oTb2kbQb0qe9UcQFDA8Xq
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2oTb2kbQb0qe9UcQFDA8X8
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd6v
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd6u
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd5E
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd5H
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd5Z
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd5Y
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd5b
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd5a
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd4P
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd4O
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd4R
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd4Q
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd4n
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,0BO$IIcSv1beKQqgkpQd4m
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2XJlT9RzP0i89h8E6q9bXZ
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2XJlT9RzP0i89h8E6q9bXF
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2XJlT9RzP0i89h8E6q9bZk
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2XJlT9RzP0i89h8E6q9bZl
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2kCyWva7D7Y94p1DqHwF5J
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2kCyWva7D7Y94p1DqHwF5G
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2kCyWva7D7Y94p1DqHwF5U
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2kCyWva7D7Y94p1DqHwF5V
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2kCyWva7D7Y94p1DqHwF2h
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,2kCyWva7D7Y94p1DqHwF2e
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,23ROWHIWz19wCXCjJ$hdpd
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,23ROWHIWz19wCXCjJ$hdpO
Air Terminals,M_Supply Diffuser - Rectangular Face Round Neck: 600x600 - 250 Neck,Level 2,23ROWHIWz19wCXCjJ$hdpP
